title,description,department
The attendance record was marked incorrectly by the system,The attendance record was marked incorrectly by the system. in the online portal.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for CS101.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the history class.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the history class.!!!,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the math department.,ACADEMIC
the attendance record was rejected without a reason,the attendance record was rejected without a reason. for the orientation week.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the orientation week.!!!,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the sociology seminar.!!!,ACADEMIC
the attendance record was rejected without a reason,the attendance record was rejected without a reason. for the spring semester.,ACADEMIC
The attendance record was rejected without a reason,The attendance record was rejected without a reason. for the spring semester.!!!,ACADEMIC
The bathroom sink cannot be closed properly,The bathroom sink cannot be closed properly.,HOSTEL
the bathroom sink cannot be closed properly,the bathroom sink cannot be closed properly. outside the main gate.,HOSTEL
the bathroom sink has collapsed,the bathroom sink has collapsed. in block b.,HOSTEL
The bathroom sink has collapsed,The bathroom sink has collapsed. in the auditorium.,HOSTEL
the bathroom sink has collapsed,the bathroom sink has collapsed. in the gym.,HOSTEL
the bathroom sink has collapsed,the bathroom sink has collapsed. near the cafeteria.,HOSTEL
The bathroom sink has collapsed,The bathroom sink has collapsed. near the tennis court.,HOSTEL
The bathroom sink has stopped rotating,The bathroom sink has stopped rotating. in the hallway.,HOSTEL
The bathroom sink has stopped rotating,The bathroom sink has stopped rotating. near the cafeteria.,HOSTEL
the bathroom sink has stopped rotating,the bathroom sink has stopped rotating. near the tennis court.,HOSTEL
the bathroom sink has stopped rotating,the bathroom sink has stopped rotating. outside the main gate.,HOSTEL
The bathroom sink is broken,The bathroom sink is broken.,HOSTEL
The bathroom sink is broken,The bathroom sink is broken. in the auditorium.,HOSTEL
the bathroom sink is broken,the bathroom sink is broken. in the gym.,HOSTEL
The bathroom sink is broken,The bathroom sink is broken. on the 3rd floor.,HOSTEL
The bathroom sink is clogged,The bathroom sink is clogged.,HOSTEL
The bathroom sink is clogged,The bathroom sink is clogged. in the auditorium.!!!,HOSTEL
The bathroom sink is clogged,The bathroom sink is clogged. in the guest house.,HOSTEL
The bathroom sink is clogged,The bathroom sink is clogged. in the staff room.!!!,HOSTEL
The bathroom sink is clogged,The bathroom sink is clogged. outside the main gate.,HOSTEL
The bathroom sink is completely dead,The bathroom sink is completely dead.,HOSTEL
The bathroom sink is completely dead,The bathroom sink is completely dead. in the basement.!!!,HOSTEL
The bathroom sink is completely dead,The bathroom sink is completely dead. in the chemistry lab.,HOSTEL
The bathroom sink is completely dead,The bathroom sink is completely dead. near the cafeteria.,HOSTEL
The bathroom sink is completely jammed,The bathroom sink is completely jammed.,HOSTEL
the bathroom sink is completely jammed,the bathroom sink is completely jammed. in block b.,HOSTEL
The bathroom sink is completely jammed,The bathroom sink is completely jammed. in Room 302.,HOSTEL
The bathroom sink is completely jammed,The bathroom sink is completely jammed. in the auditorium.,HOSTEL
The bathroom sink is completely jammed,The bathroom sink is completely jammed. in the gym.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose.,HOSTEL
the bathroom sink is dangerously loose,the bathroom sink is dangerously loose. in block b.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. in Room 302.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. in the auditorium.!!!,HOSTEL
the bathroom sink is dangerously loose,the bathroom sink is dangerously loose. in the basement.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. in the chemistry lab.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. in the gym.!!!,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. in the staff room.,HOSTEL
The bathroom sink is dangerously loose,The bathroom sink is dangerously loose. near the cafeteria.,HOSTEL
the bathroom sink is dangerously loose,the bathroom sink is dangerously loose. outside the main gate.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. in Block B.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. in Room 302.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. in the auditorium.,HOSTEL
the bathroom sink is dripping water,the bathroom sink is dripping water. in the basement.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. in the guest house.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. near the tennis court.,HOSTEL
The bathroom sink is dripping water,The bathroom sink is dripping water. outside the main gate.,HOSTEL
The bathroom sink is flooded,The bathroom sink is flooded.,HOSTEL
The bathroom sink is flooded,The bathroom sink is flooded. in Room 302.,HOSTEL
the bathroom sink is flooded,the bathroom sink is flooded. in the basement.,HOSTEL
The bathroom sink is flooded,The bathroom sink is flooded. in the guest house.,HOSTEL
The bathroom sink is flooded,The bathroom sink is flooded. in the hallway.,HOSTEL
The bathroom sink is flooded,The bathroom sink is flooded. in the staff room.,HOSTEL
The bathroom sink is leaking,The bathroom sink is leaking.,HOSTEL
the bathroom sink is leaking,the bathroom sink is leaking. in the auditorium.,HOSTEL
The bathroom sink is leaking,The bathroom sink is leaking. in the basement.,HOSTEL
the bathroom sink is leaking,the bathroom sink is leaking. in the guest house.,HOSTEL
The bathroom sink is leaking,The bathroom sink is leaking. in the staff room.,HOSTEL
the bathroom sink is leaking,the bathroom sink is leaking. near the cafeteria.,HOSTEL
The bathroom sink is leaking,The bathroom sink is leaking. near the tennis court.,HOSTEL
The bathroom sink is leaking,The bathroom sink is leaking. outside the main gate.,HOSTEL
The bathroom sink is making a loud noise,The bathroom sink is making a loud noise.,HOSTEL
the bathroom sink is making a loud noise,the bathroom sink is making a loud noise. in the basement.,HOSTEL
the bathroom sink is making a loud noise,the bathroom sink is making a loud noise. in the chemistry lab.,HOSTEL
The bathroom sink is making a loud noise,The bathroom sink is making a loud noise. in the gym.,HOSTEL
The bathroom sink is making a loud noise,The bathroom sink is making a loud noise. near the cafeteria.,HOSTEL
The bathroom sink is not turning on,The bathroom sink is not turning on.,HOSTEL
the bathroom sink is not turning on,the bathroom sink is not turning on. in block b.,HOSTEL
The bathroom sink is not turning on,The bathroom sink is not turning on. in the basement.,HOSTEL
The bathroom sink is overflowing with trash,The bathroom sink is overflowing with trash. in the chemistry lab.,HOSTEL
the bathroom sink is overflowing with trash,the bathroom sink is overflowing with trash. in the guest house.,HOSTEL
The bathroom sink is overflowing with trash,The bathroom sink is overflowing with trash. in the guest house.!!!,HOSTEL
The bathroom sink is shattered,The bathroom sink is shattered. in the hallway.,HOSTEL
The bathroom sink is shattered,The bathroom sink is shattered. in the staff room.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. in Room 302.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. in the chemistry lab.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. in the hallway.!!!,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. near the cafeteria.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. near the cafeteria.!!!,HOSTEL
the bathroom sink is stuck,the bathroom sink is stuck. on the 3rd floor.,HOSTEL
The bathroom sink is stuck,The bathroom sink is stuck. on the 3rd floor.!!!,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair.,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair. in Block B.!!!,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair. in Room 302.,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair. in the auditorium.,HOSTEL
the bathroom sink needs urgent repair,the bathroom sink needs urgent repair. in the chemistry lab.,HOSTEL
the bathroom sink needs urgent repair,the bathroom sink needs urgent repair. in the gym.,HOSTEL
the bathroom sink needs urgent repair,the bathroom sink needs urgent repair. in the hallway.,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair. near the cafeteria.,HOSTEL
The bathroom sink needs urgent repair,The bathroom sink needs urgent repair. outside the main gate.,HOSTEL
The bedframe closes too early,The bedframe closes too early.,HOSTEL
The bedframe closes too early,The bedframe closes too early. in block D.,HOSTEL
The bedframe closes too early,The bedframe closes too early. in my room.,HOSTEL
the bedframe closes too early,the bedframe closes too early. in the changing room.,HOSTEL
the bedframe closes too early,the bedframe closes too early. in the dining hall.,HOSTEL
The bedframe closes too early,The bedframe closes too early. in the dining hall.!!!,HOSTEL
the bedframe closes too early,the bedframe closes too early. in the girls dormitory.,HOSTEL
The bedframe has a strange smell,The bedframe has a strange smell.,HOSTEL
the bedframe has a strange smell,the bedframe has a strange smell. in the boys wing.,HOSTEL
The bedframe has a strange smell,The bedframe has a strange smell. in the girls dormitory.,HOSTEL
the bedframe has a strange smell,the bedframe has a strange smell. near the entrance.,HOSTEL
the bedframe has a strange smell,the bedframe has a strange smell. on the 2nd floor.,HOSTEL
The bedframe has no hot water,The bedframe has no hot water.,HOSTEL
The bedframe has no hot water,The bedframe has no hot water. in Hostel C.,HOSTEL
the bedframe has no hot water,the bedframe has no hot water. in the dining hall.,HOSTEL
the bedframe has no hot water,the bedframe has no hot water. in the girls dormitory.,HOSTEL
The bedframe has no hot water,The bedframe has no hot water. in the laundry room.!!!,HOSTEL
The bedframe is broken,The bedframe is broken.,HOSTEL
The bedframe is broken,The bedframe is broken. in Hostel C.,HOSTEL
The bedframe is broken,The bedframe is broken. in my room.,HOSTEL
The bedframe is broken,The bedframe is broken. in the changing room.!!!,HOSTEL
the bedframe is broken,the bedframe is broken. in the common area.,HOSTEL
The bedframe is broken,The bedframe is broken. in the dining hall.,HOSTEL
The bedframe is broken,The bedframe is broken. in the girls dormitory.,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty.,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty. in block D.,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty. in block D.!!!,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty. in the laundry room.,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty. near the entrance.,HOSTEL
The bedframe is completely dusty,The bedframe is completely dusty. on the 2nd floor.,HOSTEL
The bedframe is extremely rude,The bedframe is extremely rude.,HOSTEL
The bedframe is extremely rude,The bedframe is extremely rude. in my room.,HOSTEL
The bedframe is extremely rude,The bedframe is extremely rude. in the common area.,HOSTEL
the bedframe is extremely rude,the bedframe is extremely rude. in the laundry room.,HOSTEL
The bedframe is infested with bedbugs,The bedframe is infested with bedbugs.,HOSTEL
the bedframe is infested with bedbugs,the bedframe is infested with bedbugs. in the common area.,HOSTEL
The bedframe is infested with bedbugs,The bedframe is infested with bedbugs. in the laundry room.!!!,HOSTEL
The bedframe is making squeaky noises,The bedframe is making squeaky noises.,HOSTEL
The bedframe is making squeaky noises,The bedframe is making squeaky noises. in Hostel C.,HOSTEL
The bedframe is making squeaky noises,The bedframe is making squeaky noises. in my room.,HOSTEL
The bedframe is making squeaky noises,The bedframe is making squeaky noises. in the girls dormitory.,HOSTEL
The bedframe is not working,The bedframe is not working.,HOSTEL
The bedframe is not working,The bedframe is not working. in block D.,HOSTEL
The bedframe is not working,The bedframe is not working. in Hostel C.,HOSTEL
The bedframe is not working,The bedframe is not working. in my room.,HOSTEL
The bedframe is not working,The bedframe is not working. in the changing room.,HOSTEL
The bedframe is not working,The bedframe is not working. in the girls dormitory.,HOSTEL
The bedframe is not working,The bedframe is not working. in the girls dormitory.!!!,HOSTEL
The bedframe is out of order,The bedframe is out of order.,HOSTEL
the bedframe is out of order,the bedframe is out of order. in block d.,HOSTEL
the bedframe is out of order,the bedframe is out of order. in my room.,HOSTEL
The bedframe is out of order,The bedframe is out of order. in the changing room.,HOSTEL
The bedframe is out of order,The bedframe is out of order. in the common area.,HOSTEL
the bedframe is out of order,the bedframe is out of order. in the girls dormitory.,HOSTEL
The bedframe is out of order,The bedframe is out of order. near the entrance.!!!,HOSTEL
The bedframe is overflowing,The bedframe is overflowing.,HOSTEL
The bedframe is overflowing,The bedframe is overflowing. in my room.!!!,HOSTEL
The bedframe is overflowing,The bedframe is overflowing. in the changing room.,HOSTEL
The bedframe is overflowing,The bedframe is overflowing. in the common area.,HOSTEL
the bedframe is overflowing,the bedframe is overflowing. in the dining hall.,HOSTEL
The bedframe is overflowing,The bedframe is overflowing. in the girls dormitory.,HOSTEL
The bedframe is overflowing,The bedframe is overflowing. on the 2nd floor.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today. in Hostel C.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today. in my room.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today. in the common area.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today. in the laundry room.,HOSTEL
The bedframe is terrible today,The bedframe is terrible today. in the laundry room.!!!,HOSTEL
The bedframe is too hot during summer,The bedframe is too hot during summer.,HOSTEL
the bedframe is too hot during summer,the bedframe is too hot during summer. in the boys wing.,HOSTEL
the bedframe is too hot during summer,the bedframe is too hot during summer. in the dining hall.,HOSTEL
The bedframe is too hot during summer,The bedframe is too hot during summer. in the girls dormitory.!!!,HOSTEL
The bedframe is too hot during summer,The bedframe is too hot during summer. in the laundry room.,HOSTEL
The bedframe is too hot during summer,The bedframe is too hot during summer. in the laundry room.!!!,HOSTEL
The bedframe is too hot during summer,The bedframe is too hot during summer. on the 2nd floor.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic.,HOSTEL
the bedframe is unhygienic,the bedframe is unhygienic. in hostel c.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in my room.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in the boys wing.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in the changing room.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in the changing room.!!!,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in the dining hall.,HOSTEL
the bedframe is unhygienic,the bedframe is unhygienic. in the girls dormitory.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. in the laundry room.,HOSTEL
The bedframe is unhygienic,The bedframe is unhygienic. on the 2nd floor.,HOSTEL
The bedframe lost my clothes,The bedframe lost my clothes.,HOSTEL
the bedframe lost my clothes,the bedframe lost my clothes. in block d.,HOSTEL
The bedframe lost my clothes,The bedframe lost my clothes. in block D.!!!,HOSTEL
the bedframe lost my clothes,the bedframe lost my clothes. in my room.,HOSTEL
The bedframe lost my clothes,The bedframe lost my clothes. in the common area.,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints.,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints. in Hostel C.!!!,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints. in the changing room.!!!,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints. in the common area.,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints. in the common area.!!!,HOSTEL
the bedframe never responds to complaints,the bedframe never responds to complaints. near the entrance.,HOSTEL
The bedframe never responds to complaints,The bedframe never responds to complaints. on the 2nd floor.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. in block D.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. in Hostel C.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. in the common area.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. in the girls dormitory.,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. in the girls dormitory.!!!,HOSTEL
The bedframe plays loud music at night,The bedframe plays loud music at night. near the entrance.,HOSTEL
The ceiling fan cannot be closed properly,The ceiling fan cannot be closed properly.,ADMIN
The ceiling fan cannot be closed properly,The ceiling fan cannot be closed properly. in the guest house.,ADMIN
the ceiling fan cannot be closed properly,the ceiling fan cannot be closed properly. in the hallway.,ADMIN
The ceiling fan cannot be closed properly,The ceiling fan cannot be closed properly. in the staff room.,HOSTEL
The ceiling fan cannot be closed properly,The ceiling fan cannot be closed properly. near the cafeteria.,ADMIN
the ceiling fan cannot be closed properly,the ceiling fan cannot be closed properly. outside the main gate.,ADMIN
the ceiling fan has collapsed,the ceiling fan has collapsed. in block b.,ADMIN
the ceiling fan has collapsed,the ceiling fan has collapsed. in the basement.,ADMIN
The ceiling fan has collapsed,The ceiling fan has collapsed. in the guest house.,ADMIN
the ceiling fan has collapsed,the ceiling fan has collapsed. in the gym.,ADMIN
The ceiling fan has collapsed,The ceiling fan has collapsed. near the tennis court.,ADMIN
The ceiling fan has stopped rotating,The ceiling fan has stopped rotating.,ADMIN
The ceiling fan has stopped rotating,The ceiling fan has stopped rotating. in Room 302.,HOSTEL
The ceiling fan has stopped rotating,The ceiling fan has stopped rotating. in the chemistry lab.,ACADEMIC
The ceiling fan has stopped rotating,The ceiling fan has stopped rotating. in the gym.!!!,ADMIN
The ceiling fan has stopped rotating,The ceiling fan has stopped rotating. near the cafeteria.,ADMIN
The ceiling fan is broken,The ceiling fan is broken.,ADMIN
The ceiling fan is broken,The ceiling fan is broken. in Room 302.!!!,HOSTEL
The ceiling fan is broken,The ceiling fan is broken. in the auditorium.,ADMIN
The ceiling fan is broken,The ceiling fan is broken. in the basement.,ADMIN
The ceiling fan is broken,The ceiling fan is broken. in the basement.!!!,ADMIN
The ceiling fan is broken,The ceiling fan is broken. in the chemistry lab.,ACADEMIC
The ceiling fan is broken,The ceiling fan is broken. in the gym.,ADMIN
The ceiling fan is broken,The ceiling fan is broken. near the cafeteria.,ADMIN
the ceiling fan is broken,the ceiling fan is broken. outside the main gate.,ADMIN
The ceiling fan is clogged,The ceiling fan is clogged.,ADMIN
The ceiling fan is clogged,The ceiling fan is clogged. in the chemistry lab.,ACADEMIC
The ceiling fan is clogged,The ceiling fan is clogged. in the guest house.,ADMIN
the ceiling fan is clogged,the ceiling fan is clogged. in the hallway.,ADMIN
The ceiling fan is clogged,The ceiling fan is clogged. in the staff room.,HOSTEL
The ceiling fan is clogged,The ceiling fan is clogged. on the 3rd floor.,ADMIN
The ceiling fan is clogged,The ceiling fan is clogged. outside the main gate.,ADMIN
The ceiling fan is completely dead,The ceiling fan is completely dead.,ADMIN
The ceiling fan is completely dead,The ceiling fan is completely dead. in the gym.,ADMIN
the ceiling fan is completely dead,the ceiling fan is completely dead. in the hallway.,ADMIN
the ceiling fan is completely dead,the ceiling fan is completely dead. in the staff room.,HOSTEL
The ceiling fan is completely dead,The ceiling fan is completely dead. near the cafeteria.,ADMIN
The ceiling fan is completely dead,The ceiling fan is completely dead. near the tennis court.,ADMIN
The ceiling fan is completely dead,The ceiling fan is completely dead. on the 3rd floor.,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed.,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed. in Block B.!!!,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed. in the basement.,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed. in the gym.,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed. near the tennis court.,ADMIN
The ceiling fan is completely jammed,The ceiling fan is completely jammed. outside the main gate.,ADMIN
the ceiling fan is dangerously loose,the ceiling fan is dangerously loose. near the cafeteria.,ADMIN
The ceiling fan is dangerously loose,The ceiling fan is dangerously loose. near the tennis court.!!!,ADMIN
the ceiling fan is dangerously loose,the ceiling fan is dangerously loose. on the 3rd floor.,ADMIN
The ceiling fan is dangerously loose,The ceiling fan is dangerously loose. outside the main gate.!!!,ADMIN
The ceiling fan is dripping water,The ceiling fan is dripping water.,ADMIN
The ceiling fan is dripping water,The ceiling fan is dripping water. in the basement.,ADMIN
The ceiling fan is dripping water,The ceiling fan is dripping water. in the guest house.!!!,ADMIN
The ceiling fan is dripping water,The ceiling fan is dripping water. in the gym.,ADMIN
The ceiling fan is flooded,The ceiling fan is flooded.,ADMIN
The ceiling fan is flooded,The ceiling fan is flooded. in Room 302.,HOSTEL
The ceiling fan is flooded,The ceiling fan is flooded. in the auditorium.,ADMIN
The ceiling fan is flooded,The ceiling fan is flooded. in the gym.,ADMIN
the ceiling fan is flooded,the ceiling fan is flooded. near the tennis court.,ADMIN
The ceiling fan is flooded,The ceiling fan is flooded. outside the main gate.,ADMIN
The ceiling fan is leaking,The ceiling fan is leaking. in Room 302.!!!,HOSTEL
the ceiling fan is leaking,the ceiling fan is leaking. in the chemistry lab.,ACADEMIC
The ceiling fan is leaking,The ceiling fan is leaking. in the gym.,ADMIN
The ceiling fan is leaking,The ceiling fan is leaking. near the cafeteria.!!!,ADMIN
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise.,ADMIN
the ceiling fan is making a loud noise,the ceiling fan is making a loud noise. in block b.,ADMIN
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise. in Room 302.,HOSTEL
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise. in the auditorium.!!!,ADMIN
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise. in the chemistry lab.,ACADEMIC
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise. near the cafeteria.,ADMIN
The ceiling fan is making a loud noise,The ceiling fan is making a loud noise. on the 3rd floor.,ADMIN
The ceiling fan is not turning on,The ceiling fan is not turning on.,ADMIN
the ceiling fan is not turning on,the ceiling fan is not turning on. in block b.,ADMIN
The ceiling fan is not turning on,The ceiling fan is not turning on. in the basement.,ADMIN
The ceiling fan is not turning on,The ceiling fan is not turning on. in the hallway.!!!,ADMIN
the ceiling fan is not turning on,the ceiling fan is not turning on. near the tennis court.,ADMIN
The ceiling fan is not turning on,The ceiling fan is not turning on. outside the main gate.,ADMIN
The ceiling fan is overflowing with trash,The ceiling fan is overflowing with trash.,ADMIN
The ceiling fan is overflowing with trash,The ceiling fan is overflowing with trash. in Block B.,ADMIN
The ceiling fan is overflowing with trash,The ceiling fan is overflowing with trash. in the chemistry lab.!!!,ACADEMIC
The ceiling fan is overflowing with trash,The ceiling fan is overflowing with trash. in the gym.,ADMIN
The ceiling fan is overflowing with trash,The ceiling fan is overflowing with trash. in the hallway.,ADMIN
the ceiling fan is overflowing with trash,the ceiling fan is overflowing with trash. in the staff room.,HOSTEL
The ceiling fan is shattered,The ceiling fan is shattered.,ADMIN
the ceiling fan is shattered,the ceiling fan is shattered. in block b.,ADMIN
The ceiling fan is shattered,The ceiling fan is shattered. in Block B.!!!,ADMIN
The ceiling fan is shattered,The ceiling fan is shattered. near the tennis court.,ADMIN
the ceiling fan is shattered,the ceiling fan is shattered. on the 3rd floor.,ADMIN
The ceiling fan is stuck,The ceiling fan is stuck.,ADMIN
The ceiling fan is stuck,The ceiling fan is stuck. in Room 302.,HOSTEL
The ceiling fan is stuck,The ceiling fan is stuck. in the hallway.,ADMIN
the ceiling fan is stuck,the ceiling fan is stuck. on the 3rd floor.,ADMIN
The ceiling fan needs urgent repair,The ceiling fan needs urgent repair. in the auditorium.,ADMIN
the ceiling fan needs urgent repair,the ceiling fan needs urgent repair. in the basement.,ADMIN
The ceiling fan needs urgent repair,The ceiling fan needs urgent repair. in the chemistry lab.!!!,ACADEMIC
the ceiling fan needs urgent repair,the ceiling fan needs urgent repair. in the gym.,ADMIN
The ceiling fan needs urgent repair,The ceiling fan needs urgent repair. in the hallway.,ADMIN
the ceiling fan needs urgent repair,the ceiling fan needs urgent repair. near the tennis court.,ADMIN
The ceiling fan needs urgent repair,The ceiling fan needs urgent repair. on the 3rd floor.,ADMIN
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. in Block B.!!!,ACADEMIC
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. in Room 302.,ACADEMIC
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. in the auditorium.,ACADEMIC
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. in the basement.,ACADEMIC
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. in the guest house.!!!,ACADEMIC
the classroom whiteboard cannot be closed properly,the classroom whiteboard cannot be closed properly. in the hallway.,ACADEMIC
The classroom whiteboard cannot be closed properly,The classroom whiteboard cannot be closed properly. on the 3rd floor.,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed.,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed. in Room 302.,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed. in the guest house.,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed. in the gym.!!!,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed. in the staff room.,ACADEMIC
The classroom whiteboard has collapsed,The classroom whiteboard has collapsed. on the 3rd floor.,ACADEMIC
the classroom whiteboard has stopped rotating,the classroom whiteboard has stopped rotating. in block b.,ACADEMIC
the classroom whiteboard has stopped rotating,the classroom whiteboard has stopped rotating. in room 302.,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. in the auditorium.!!!,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. in the basement.,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. in the hallway.!!!,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. near the tennis court.,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. outside the main gate.,ACADEMIC
The classroom whiteboard has stopped rotating,The classroom whiteboard has stopped rotating. outside the main gate.!!!,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken.,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. in Room 302.,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. in the auditorium.,ACADEMIC
the classroom whiteboard is broken,the classroom whiteboard is broken. in the basement.,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. in the chemistry lab.,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. near the tennis court.,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. near the tennis court.!!!,ACADEMIC
The classroom whiteboard is broken,The classroom whiteboard is broken. outside the main gate.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged.,ACADEMIC
the classroom whiteboard is clogged,the classroom whiteboard is clogged. in the auditorium.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. in the chemistry lab.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. in the chemistry lab.!!!,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. in the guest house.,ACADEMIC
the classroom whiteboard is clogged,the classroom whiteboard is clogged. in the gym.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. in the staff room.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. in the staff room.!!!,ACADEMIC
the classroom whiteboard is clogged,the classroom whiteboard is clogged. near the cafeteria.,ACADEMIC
The classroom whiteboard is clogged,The classroom whiteboard is clogged. near the tennis court.,ACADEMIC
the classroom whiteboard is clogged,the classroom whiteboard is clogged. on the 3rd floor.,ACADEMIC
The classroom whiteboard is completely dead,The classroom whiteboard is completely dead.,ACADEMIC
the classroom whiteboard is completely dead,the classroom whiteboard is completely dead. in room 302.,ACADEMIC
the classroom whiteboard is completely dead,the classroom whiteboard is completely dead. in the auditorium.,ACADEMIC
